,SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
301,102090,Cash loans,F,N,N,0,90000.0,360000.0,18378.0,360000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.019689,-23459,365243,-4140.0,-4731,,1,0,0,1,1,0,,1.0,2,2,MONDAY,15,0,0,0,1,0,0,XNA,,0.12418290744050645,0.6178261467332483,0.0165,0.0,0.9876,0.83,0.0042,0.0,0.069,0.0417,0.0833,0.0117,0.0134,0.0219,0.0,0.0,0.0168,0.0,0.9876,0.8367,0.0043,0.0,0.069,0.0417,0.0833,0.0119,0.0147,0.0228,0.0,0.0,0.0167,0.0,0.9876,0.8323,0.0042,0.0,0.069,0.0417,0.0833,0.0119,0.0137,0.0223,0.0,0.0,reg oper account,block of flats,0.0195,Wooden,No,0.0,0.0,0.0,0.0,-7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
302,102092,Cash loans,M,N,N,0,180000.0,88618.5,10021.5,76500.0,Unaccompanied,Working,Incomplete higher,Single / not married,House / apartment,0.026392,-8644,-1310,-3080.0,-1300,,1,1,0,1,0,0,Core staff,1.0,2,2,TUESDAY,17,0,0,0,1,1,0,Bank,,0.5741132245686112,0.3723336657058204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,-1082.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
303,102099,Cash loans,M,Y,Y,0,157500.0,247500.0,19683.0,247500.0,,Working,Secondary / secondary special,Married,House / apartment,0.026392,-9211,-926,-9211.0,-1690,11.0,1,1,0,1,0,0,Laborers,2.0,2,2,MONDAY,13,0,0,0,1,1,0,Business Entity Type 3,,0.5671267292517002,0.3656165070113335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-965.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
304,102100,Cash loans,F,Y,Y,1,382500.0,2156400.0,67063.5,1800000.0,Family,Commercial associate,Higher education,Married,House / apartment,0.072508,-16513,-593,-10134.0,-27,3.0,1,1,0,1,0,1,Cooking staff,3.0,1,1,WEDNESDAY,13,0,0,0,0,0,0,Transport: type 4,0.39392476324561776,0.6732177687416366,0.4974688893052743,0.1134,0.2155,0.9563,,,0.0,0.2759,0.1667,,0.1018,,0.1333,,0.0794,0.1155,0.2236,0.9563,,,0.0,0.2759,0.1667,,0.1041,,0.1389,,0.084,0.1145,0.2155,0.9563,,,0.0,0.2759,0.1667,,0.1035,,0.1357,,0.081,,block of flats,0.1374,"Stone, brick",No,1.0,0.0,1.0,0.0,-475.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
305,102112,Cash loans,F,N,Y,0,180000.0,632664.0,46165.5,540000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.010276,-11219,-636,-5328.0,-1906,,1,1,0,1,0,0,Cooking staff,1.0,2,2,SATURDAY,12,0,0,0,0,0,0,Kindergarten,0.4173604699821021,0.7033031841404925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-579.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
306,102113,Cash loans,F,N,N,1,112500.0,202500.0,10467.0,202500.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.00823,-10104,-313,-4639.0,-2772,,1,1,0,1,0,1,Sales staff,2.0,2,2,WEDNESDAY,16,0,0,0,0,0,0,Trade: type 7,0.4144400724810068,0.5394779959139062,0.6109913280868294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-11.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
307,102122,Cash loans,F,Y,Y,0,180000.0,454500.0,36040.5,454500.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.015221,-19463,-7698,-9544.0,-2985,18.0,1,1,0,1,0,0,Managers,1.0,2,2,FRIDAY,8,0,0,0,1,0,1,Self-employed,,0.27628290768996594,0.2392262794694045,0.066,0.0801,0.9742,0.6464,,0.0,0.1379,0.0833,0.0417,,0.0504,0.0327,0.0154,0.0472,0.0672,0.0832,0.9742,0.6602,,0.0,0.1379,0.0833,0.0417,,0.0551,0.0341,0.0156,0.05,0.0666,0.0801,0.9742,0.6511,,0.0,0.1379,0.0833,0.0417,,0.0513,0.0333,0.0155,0.0482,reg oper account,block of flats,0.0391,"Stone, brick",No,3.0,0.0,3.0,0.0,-315.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0
308,102123,Cash loans,F,N,N,0,148500.0,1350000.0,41904.0,1350000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-22825,-11015,-5057.0,-1635,,1,1,1,1,1,0,Medicine staff,2.0,2,2,THURSDAY,14,0,0,0,0,0,0,Medicine,,0.14797131294930355,0.6956219298394389,0.0825,0.0841,0.9771,0.6532,0.0087,0.0,0.1724,0.1667,0.2083,0.0734,0.0672,0.0672,0.0039,0.0,0.084,0.0702,0.9747,0.6668,0.0088,0.0,0.1379,0.1667,0.2083,0.075,0.0735,0.0495,0.0039,0.0,0.0833,0.0841,0.9771,0.6578,0.0087,0.0,0.1724,0.1667,0.2083,0.0746,0.0684,0.0684,0.0039,0.0,reg oper spec account,block of flats,0.0617,Panel,No,6.0,0.0,6.0,0.0,-539.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
309,102125,Cash loans,M,Y,Y,0,225000.0,817560.0,30951.0,675000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.030755,-17774,365243,-7671.0,-1320,2.0,1,0,0,1,0,0,,2.0,2,2,MONDAY,10,0,0,0,0,0,0,XNA,,0.6045127553422173,0.5937175866150576,0.0186,0.0447,0.9851,0.7959999999999999,0.0181,0.0,0.1034,0.0417,0.0417,0.0309,0.0151,0.0172,0.0,0.0,0.0189,0.0463,0.9851,0.804,0.0182,0.0,0.1034,0.0417,0.0417,0.0316,0.0165,0.0179,0.0,0.0,0.0187,0.0447,0.9851,0.7987,0.0182,0.0,0.1034,0.0417,0.0417,0.0314,0.0154,0.0175,0.0,0.0,reg oper account,block of flats,0.0234,"Stone, brick",No,0.0,0.0,0.0,0.0,-654.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
310,102126,Cash loans,M,Y,Y,0,90000.0,479799.0,24628.5,400500.0,Unaccompanied,Commercial associate,Lower secondary,Married,House / apartment,0.019101,-11692,-2838,-958.0,-3849,16.0,1,1,0,1,0,0,Low-skill Laborers,2.0,2,2,TUESDAY,16,0,0,0,0,0,0,University,0.2015198517303156,0.4576097079231993,0.2650494299443805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,4.0,1.0,-121.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,7.0
311,102146,Cash loans,M,Y,Y,1,157500.0,112500.0,11943.0,112500.0,Family,Working,Higher education,Married,House / apartment,0.006296,-11520,-376,-5047.0,-3721,10.0,1,1,1,1,1,0,,3.0,3,3,FRIDAY,10,0,0,0,0,0,0,Military,0.3924147241336186,0.5310194291834504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-923.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
312,102147,Cash loans,F,N,Y,0,103500.0,404325.0,20772.0,337500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006008,-17529,-10292,-10328.0,-1071,,1,1,0,1,0,0,Security staff,2.0,2,2,FRIDAY,9,0,0,0,0,0,0,Housing,,0.5549239318893553,0.2822484337007223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-766.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
313,102151,Cash loans,F,Y,Y,1,90000.0,360000.0,18508.5,360000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.01885,-10575,-2428,-2143.0,-2147,17.0,1,1,1,1,0,0,Core staff,3.0,2,2,TUESDAY,14,0,0,0,0,1,1,Kindergarten,0.4677238793009951,0.4527236783723602,0.7194907850918436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2138.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
314,102158,Cash loans,F,N,N,0,301500.0,630000.0,32296.5,630000.0,Unaccompanied,State servant,Higher education,Civil marriage,House / apartment,0.00702,-15616,-3218,-3843.0,-4688,,1,1,1,1,1,0,Core staff,2.0,2,2,MONDAY,11,0,0,0,0,0,0,Bank,,0.1879289071069704,0.2692857999073816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,5.0,0.0,5.0,0.0,-1901.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
315,102159,Cash loans,F,N,Y,1,135000.0,300046.5,10246.5,196366.5,Other_B,Working,Secondary / secondary special,Widow,House / apartment,0.031329,-19111,-2439,-10095.0,-2659,,1,1,0,1,1,0,High skill tech staff,2.0,2,2,THURSDAY,11,0,0,0,0,0,0,Government,0.6551132162019634,0.5575634108169126,0.4866531565147181,0.1495,0.0971,0.9856,,,0.16,0.1379,0.3333,,0.1515,,0.0974,,,0.1523,0.1008,0.9856,,,0.1611,0.1379,0.3333,,0.1549,,0.1015,,,0.1509,0.0971,0.9856,,,0.16,0.1379,0.3333,,0.1541,,0.0991,,,,block of flats,0.1254,Panel,No,4.0,0.0,4.0,0.0,-1455.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
316,102162,Cash loans,F,Y,Y,1,135000.0,269982.0,28480.5,238500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.005084,-10600,-2274,-351.0,-662,65.0,1,1,0,1,0,0,Core staff,3.0,2,2,SATURDAY,14,0,0,0,0,0,0,Medicine,0.5006348442265758,0.6274077574973501,0.1777040724853336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-574.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
317,102165,Cash loans,M,Y,N,0,292500.0,1800000.0,56002.5,1800000.0,Unaccompanied,Commercial associate,Incomplete higher,Married,House / apartment,0.014519999999999996,-11106,-424,-1381.0,-3545,15.0,1,1,0,1,0,0,,2.0,2,2,TUESDAY,15,0,0,0,0,0,0,Transport: type 4,0.6091280953990665,0.6755802430159507,0.3185955240537633,0.0825,0.0877,0.9767,0.6804,0.0117,0.0,0.1379,0.1667,0.2083,0.0803,0.0672,0.077,0.0,0.0,0.084,0.091,0.9767,0.6929,0.0118,0.0,0.1379,0.1667,0.2083,0.0822,0.0735,0.0802,0.0,0.0,0.0833,0.0877,0.9767,0.6847,0.0118,0.0,0.1379,0.1667,0.2083,0.0817,0.0684,0.0784,0.0,0.0,reg oper account,block of flats,0.0594,Panel,No,2.0,0.0,2.0,0.0,-652.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
318,102166,Cash loans,F,N,Y,0,135000.0,172021.5,18193.5,148500.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.018634,-17822,-4054,-8057.0,-1376,,1,1,0,1,0,0,Laborers,1.0,2,2,FRIDAY,17,0,0,0,0,0,0,Self-employed,,0.5802236317935382,0.6956219298394389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1161.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
319,102174,Cash loans,F,N,N,0,112500.0,225000.0,23184.0,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.018209,-16075,-1013,-5106.0,-4690,,1,1,1,1,1,0,Core staff,1.0,3,3,MONDAY,18,0,0,0,0,0,0,Self-employed,0.669492470401641,0.4135137881281711,0.7981372313187245,0.2057,0.1324,0.9891,0.8504,0.0845,0.2,0.1724,0.375,0.4167,0.1176,0.1622,0.2102,0.0232,0.0263,0.209,0.1374,0.9891,0.8563,0.0853,0.2014,0.1724,0.375,0.4167,0.1202,0.1772,0.2189,0.0233,0.0278,0.2077,0.1324,0.9891,0.8524,0.085,0.2,0.1724,0.375,0.4167,0.1196,0.165,0.2139,0.0233,0.0268,org spec account,block of flats,0.171,Panel,No,1.0,0.0,1.0,0.0,-2836.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
320,102193,Cash loans,M,N,Y,0,135000.0,382050.0,27801.0,337500.0,Other_B,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018801,-20351,-1486,-4757.0,-3044,,1,1,0,1,0,0,Low-skill Laborers,2.0,2,2,TUESDAY,9,0,0,0,1,1,0,Business Entity Type 3,,0.10677639362992264,0.6109913280868294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1887.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,5.0
321,102198,Cash loans,M,N,Y,0,94500.0,1226700.0,39703.5,900000.0,"Spouse, partner",Pensioner,Secondary / secondary special,Married,House / apartment,0.020246,-20772,365243,-10369.0,-4311,,1,0,0,1,0,0,,2.0,3,3,MONDAY,11,0,0,0,0,0,0,XNA,0.6629549104911415,0.4598793087223197,0.7544061731797895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-2059.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
322,102205,Cash loans,F,N,Y,0,292500.0,495000.0,25402.5,495000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.00702,-17231,-3166,-6376.0,-774,,1,1,0,1,0,0,Sales staff,2.0,2,2,TUESDAY,12,0,0,0,0,0,0,Self-employed,0.5569462985066813,0.402575306672201,0.3185955240537633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,3.0,1.0,-3340.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
323,102206,Cash loans,F,N,N,1,112500.0,225000.0,16132.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.025164,-15977,-9271,-9181.0,-4878,,1,1,1,1,1,0,High skill tech staff,3.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,University,0.521740930442588,0.7522769679006506,0.6041125998015721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-2005.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0
324,102218,Cash loans,F,N,N,0,90000.0,786528.0,43915.5,720000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.00702,-17825,-909,-9788.0,-1372,,1,1,1,1,0,0,Sales staff,2.0,2,2,TUESDAY,14,0,0,0,0,0,0,Self-employed,0.6648976653388068,0.4975089997529201,0.7688075728291359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,6.0,1.0,-2389.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
325,102221,Cash loans,F,N,N,0,157500.0,522396.0,29299.5,472500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792000000000004,-16002,-2736,-8276.0,-2845,,1,1,0,1,0,0,Managers,2.0,2,2,FRIDAY,11,0,0,0,0,0,0,Self-employed,0.7017342549166703,0.587544827229703,0.4578995512067301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2555.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
326,102230,Cash loans,M,Y,Y,0,270000.0,646389.0,31225.5,558000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.072508,-18198,-694,-3437.0,-1741,7.0,1,1,0,1,0,1,Managers,2.0,1,1,TUESDAY,17,0,0,0,0,0,0,Transport: type 4,0.4395700072611405,0.6618721784739009,0.3706496323299817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1242.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
327,102238,Cash loans,M,Y,Y,1,225000.0,823882.5,86512.5,787500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.00963,-10655,-1244,-5170.0,-3192,13.0,1,1,0,1,0,0,Sales staff,3.0,2,2,FRIDAY,15,0,0,0,0,0,0,Business Entity Type 3,,0.2332307674455009,0.6144143775673561,0.1206,0.1264,0.9806,0.7348,0.0156,0.0,0.2759,0.1667,0.0417,0.1103,0.0983,0.1088,0.0,0.0,0.1229,0.1311,0.9806,0.7452,0.0157,0.0,0.2759,0.1667,0.0417,0.1128,0.1074,0.1134,0.0,0.0,0.1218,0.1264,0.9806,0.7383,0.0157,0.0,0.2759,0.1667,0.0417,0.1122,0.1,0.1108,0.0,0.0,reg oper account,block of flats,0.0941,Panel,No,0.0,0.0,0.0,0.0,-1242.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,5.0
328,102248,Cash loans,F,N,Y,0,360000.0,675000.0,29862.0,675000.0,Unaccompanied,Pensioner,Higher education,Separated,House / apartment,0.04622,-23110,365243,-3321.0,-5138,,1,0,0,1,0,1,,1.0,1,1,TUESDAY,17,0,0,0,0,0,0,XNA,0.7226029324229877,0.6575768360982405,0.21885908222837447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-59.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
329,102252,Cash loans,F,N,Y,0,54000.0,292500.0,23238.0,292500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.015221,-10517,-3198,-958.0,-2477,,1,1,0,1,1,0,Medicine staff,2.0,2,2,THURSDAY,15,0,0,0,0,1,1,Medicine,0.2648780869978553,0.007731558454398919,0.4956658291397297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,4.0,2.0,-1303.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
330,102259,Cash loans,F,N,Y,0,112500.0,314055.0,13329.0,238500.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.002134,-19036,365243,-312.0,-2063,,1,0,0,1,0,0,,1.0,3,3,WEDNESDAY,11,0,0,0,0,0,0,XNA,0.4828410190144304,0.6822062961410338,,0.0206,0.0226,0.9861,,,0.0,0.0345,0.2083,,,,0.008,,0.0178,0.021,0.0234,0.9861,,,0.0,0.0345,0.2083,,,,0.0083,,0.0189,0.0208,0.0226,0.9861,,,0.0,0.0345,0.2083,,,,0.0082,,0.0182,,block of flats,0.0155,"Stone, brick",No,10.0,0.0,9.0,0.0,-233.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
331,102262,Cash loans,M,N,N,0,103500.0,675000.0,21775.5,675000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.005144,-12943,-3421,-801.0,-343,,1,1,0,1,0,0,Core staff,2.0,2,2,SATURDAY,17,0,0,0,0,1,1,Medicine,0.21424420856428444,0.5846802770460587,0.2636468134452008,0.0773,0.0755,0.9762,0.6736,0.0893,0.0,0.1724,0.1667,0.2083,0.052000000000000005,0.063,0.062,0.0,0.0,0.0788,0.0784,0.9762,0.6864,0.0901,0.0,0.1724,0.1667,0.2083,0.0532,0.0689,0.0646,0.0,0.0,0.0781,0.0755,0.9762,0.6779999999999999,0.0898,0.0,0.1724,0.1667,0.2083,0.0529,0.0641,0.0632,0.0,0.0,reg oper spec account,block of flats,0.0488,Panel,No,0.0,0.0,0.0,0.0,-2681.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
332,102273,Cash loans,M,N,Y,0,112500.0,195543.0,14359.5,148500.0,Unaccompanied,Pensioner,Higher education,Widow,House / apartment,0.006670999999999999,-23062,365243,-10583.0,-4749,,1,0,0,1,0,1,,1.0,2,2,TUESDAY,14,0,0,0,0,0,0,XNA,0.522676069841304,0.24770546477334826,0.6690566947824041,0.1093,0.0664,0.9856,,,0.12,0.1034,0.3333,,0.0411,,0.0741,,0.1534,0.1113,0.0689,0.9856,,,0.1208,0.1034,0.3333,,0.042,,0.0772,,0.1624,0.1103,0.0664,0.9856,,,0.12,0.1034,0.3333,,0.0418,,0.0754,,0.1566,,block of flats,0.1118,Panel,No,3.0,1.0,3.0,0.0,-167.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
333,102286,Cash loans,F,N,N,0,103500.0,454500.0,17131.5,454500.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.028663,-22247,365243,-7965.0,-2159,,1,0,0,1,1,0,,1.0,2,2,THURSDAY,16,0,0,0,0,0,0,XNA,,0.06704030094320615,0.4135967602644276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-2110.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
334,102293,Cash loans,F,N,Y,0,135000.0,225000.0,22050.0,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.026392,-18701,-1204,-10710.0,-2256,,1,1,0,1,0,0,Cleaning staff,2.0,2,2,WEDNESDAY,16,0,0,0,0,1,1,Business Entity Type 3,,0.6489436484987066,0.7062051096536562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,6.0,0.0,-1909.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
